Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,63.517361,64.675087,62.529354,63.844677,31.492338,43086501948
2000-01-05,63.190044,65.002403,62.693012,62.856670,31.004992,33180353756
2000-01-06,63.190044,64.341713,63.020325,63.844677,31.492338,36696986309
2000-01-07,64.505371,65.166061,63.190044,63.517361,31.330879,36616173
2000-01-10,63.190044,63.844677,62.693012,63.190044,31.169434,29735123904
2000-01-11,63.517361,64.838745,62.693012,63.190044,31.169434,45770610015
2000-01-12,63.517361,64.675087,62.693012,62.856670,31.004992,46004084312
2000-01-13,63.190044,64.341713,63.190044,64.014397,31.576054,52982018924
2000-01-14,64.838745,65.329720,62.856670,62.856670,31.004992,42129986
2000-01-17,63.517361,64.341713,63.190044,63.190044,31.169434,35764890690
2000-01-18,63.844677,64.838745,63.517361,64.675087,31.901957,41073150332
2000-01-19,64.675087,65.002403,63.681019,63.844677,31.492338,25112590864
2000-01-20,63.844677,64.341713,63.020325,63.844677,31.492338,29083267390
2000-01-21,63.844677,64.341713,63.517361,63.517361,31.330879,22906597135
2000-01-24,64.178055,65.826752,63.844677,65.166061,32.144135,85938727804
2000-01-25,65.499435,65.499435,63.517361,63.517361,31.330879,50194165767
2000-01-26,64.675087,65.166061,64.014397,64.505371,31.818233,40267019109
2000-01-27,65.329720,67.475449,65.329720,66.323784,32.715195,89327584497
2000-01-28,67.311790,68.960495,66.323784,68.469521,33.773609,92040329
2000-01-31,67.639107,68.469521,66.814758,66.984482,33.041100,35636585
2000-02-01,67.639107,69.954559,67.148140,69.954559,34.506126,89195350917
2000-02-02,null,null,null,null,null,null
2000-02-03,null,null,null,null,null,null
2000-02-04,null,null,null,null,null,null
2000-02-07,null,null,null,null,null,null
2000-02-08,null,null,null,null,null,null
2000-02-09,72.591270,72.591270,70.118217,71.106232,35.074215,79554019640
2000-02-10,71.106232,73.415619,70.609192,70.778915,34.912754,95849891343
2000-02-11,70.942574,71.269882,69.293869,69.457527,34.260963,67021400275
2000-02-14,69.293869,69.293869,67.148140,67.311790,33.202545,36042074394
2000-02-15,67.311790,67.311790,65.663094,66.814758,32.957378,40007453
2000-02-16,67.311790,67.475449,65.990410,66.814758,32.957378,41474523264
2000-02-17,66.651100,67.808830,66.323784,66.814758,32.957378,39114786056
2000-02-18,66.814758,68.136147,65.990410,66.154068,32.631489,43191570166
2000-02-21,67.148140,68.299805,66.651100,66.651100,32.876652,40278016577
2000-02-22,67.148140,67.148140,64.341713,64.505371,31.818233,34074283246
2000-02-23,65.329720,65.329720,64.014397,65.002403,32.063404,21458752
2000-02-24,65.002403,65.329720,63.844677,64.014397,31.576054,14987349
2000-02-25,64.014397,64.505371,62.856670,64.014397,31.576054,16246138
2000-02-28,null,null,null,null,null,null
2000-02-29,64.505371,64.675087,63.020325,64.014397,31.576054,15636172111
2000-03-01,64.014397,64.505371,63.517361,64.341713,31.737509,19368599863
2000-03-02,65.002403,65.166061,63.681019,64.341713,31.737509,31398991630
2000-03-03,64.341713,64.675087,63.681019,63.844677,31.492338,23174858801
2000-03-06,63.020325,63.353703,61.868660,62.359634,30.759817,11612743704
2000-03-07,62.195976,64.341713,62.195976,64.341713,31.737509,38204464301
2000-03-08,63.844677,64.178055,63.190044,63.844677,31.492338,16241008
2000-03-09,64.014397,64.178055,63.190044,63.190044,31.169434,13770552
2000-03-10,63.681019,64.675087,62.359634,62.359634,30.759817,24317661682
2000-03-13,61.868660,61.868660,58.074226,58.074226,28.645979,26906212
2000-03-14,57.740852,58.074226,56.916500,57.740852,28.481529,21315598769
2000-03-15,57.740852,58.565201,56.916500,56.916500,28.074905,17734477763
2000-03-16,54.443451,60.880653,54.443451,60.880653,30.030287,46684333
2000-03-17,60.547276,63.681019,58.734921,60.880653,30.030287,56726892656
2000-03-20,58.898579,58.898579,58.898579,58.898579,29.052597,933507
2000-03-21,56.916500,59.722927,56.916500,58.898579,29.052597,82636900578
2000-03-22,58.565201,58.734921,56.916500,56.916500,28.074905,21961610094
2000-03-23,56.092152,59.395611,56.092152,58.734921,28.971878,36599289
2000-03-24,58.565201,58.565201,56.752846,56.752846,27.994190,24539082648
2000-03-27,56.092152,58.074226,55.764835,57.740852,28.481529,27349989
2000-03-28,58.401543,59.722927,57.910568,58.074226,28.645979,26026416
2000-03-29,59.062237,59.225891,57.740852,57.740852,28.481529,12393134979
2000-03-30,57.740852,60.219963,57.740852,59.225891,29.214056,33424724
2000-03-31,60.383617,61.371628,59.395611,60.383617,29.785114,29008258
2000-04-03,null,null,null,null,null,null
2000-04-04,null,null,null,null,null,null
2000-04-05,61.044312,61.535282,59.886585,60.383617,29.785114,30807784519
2000-04-06,60.880653,63.020325,60.880653,61.535282,30.353191,33612317004
2000-04-07,62.359634,62.529354,60.050243,60.050243,29.620674,15448792812
2000-04-10,58.898579,60.383617,58.898579,59.395611,29.297771,14455851
2000-04-11,59.395611,60.547276,59.395611,59.886585,29.539948,13972829
2000-04-12,60.547276,61.044312,59.395611,59.395611,29.297771,15453356118
2000-04-13,59.722927,60.383617,59.395611,60.050243,29.620674,15071727
2000-04-14,60.219963,60.880653,59.395611,59.395611,29.297771,22704544
