交易,開盤,最高,最低,收盤,漲跌,漲跌,振幅,成交資料,,,,法人買賣超(張),,,,外資,融資(張),,融券(張),,券資
日期,,,,,,(%),(%),,,,,,,,,持股,,,,,比
,,,,,,,,張數,筆數,均張,億元,外資,投信,自營,合計,(%),增減,餘額,增減,餘額,(%)
8月16日,700,709,699,704,0,0,1.42,189,394,0.48,1.33,21.1,4,1.54,26.6,25.2,-2,123,0,0,0
8月15日,706,711,701,704,-1,-0.14,1.42,323,374,0.86,2.27,22.6,2,-0.68,23.9,25.2,1,125,0,0,0
8月14日,723,723,699,705,-18,-2.49,3.32,260,567,0.46,1.83,-44.8,9,-4.81,-40.6,25.2,6,124,0,0,0
8月11日,730,750,723,723,18,2.55,3.83,317,598,0.53,2.33,7.88,2,2.54,12.4,25.2,-16,118,0,0,0
8月10日,725,725,700,705,-11,-1.54,3.49,218,505,0.43,1.54,-72.2,4,-14.5,-82.7,25.2,3,134,0,0,0
8月9日,712,722,712,716,4,0.56,1.4,98.2,175,0.56,0.7,-287,3,-26.5,-310,25.2,-2,131,0,0,0
8月8日,731,734,712,712,-17,-2.33,3.02,249,458,0.54,1.78,-22.4,4,-21.7,-40.1,25.2,6,133,0,0,0
8月7日,717,738,717,729,10,1.39,2.92,188,318,0.59,1.37,3.56,-7,-8.17,-11.6,25.2,3,127,0,0,0
8月4日,722,729,714,719,-3,-0.42,2.08,266,551,0.48,1.91,-43.1,19,-12.8,-36.9,25.2,-4,124,0,0,0
8月2日,760,760,736,738,-32,-4.16,3.12,602,"1,004",0.6,4.48,-160,5,-22.5,-178,25.2,23,128,0,0,0
8月1日,758,770,758,770,12,1.58,1.58,344,220,1.56,2.64,41.4,1,-2.16,40.2,25.2,-5,105,0,0,0
7月31日,770,770,755,758,-3,-0.39,1.97,178,354,0.5,1.35,-5.62,0,-2.58,-8.19,25.2,1,109,0,0,0
7月28日,767,769,760,761,-12,-1.55,1.16,160,394,0.41,1.23,-33.7,-2,0.34,-35.4,25.2,5,108,0,0,0
7月27日,782,782,772,773,-2,-0.26,1.29,120,247,0.49,0.93,1.43,2,1.5,4.93,25.2,0,103,0,0,0
7月26日,769,779,769,775,1,0.13,1.29,76.7,251,0.31,0.59,-10.9,3,-2.27,-10.2,25.2,0,103,0,0,0
7月25日,774,778,763,774,17,2.25,1.98,129,314,0.41,1,49,3,-9.03,43,25.2,-7,103,0,0,0
7月24日,769,769,752,757,-15,-1.94,2.2,203,464,0.44,1.54,-39,2,-5.16,-42.2,25.2,1,110,0,0,0
7月21日,787,787,768,772,-4,-0.52,2.45,216,323,0.67,1.67,-22.2,-1,-6.15,-29.3,25.2,-1,109,-1,0,0
7月20日,780,787,774,776,9,1.17,1.69,158,310,0.51,1.23,39.7,0,-10,29.7,25.2,-3,110,0,1,0.91
7月19日,771,780,767,767,-9,-1.16,1.68,179,459,0.39,1.38,-31.2,0,-11.5,-42.7,25.2,0,113,0,1,0.88
7月18日,783,785,771,776,-14,-1.77,1.77,480,906,0.53,3.73,167,-273,-2.63,-109,25.2,7,113,0,1,0.88
7月17日,810,810,790,790,-16,-1.99,2.48,122,490,0.25,0.97,-31,-1,-11,-43,25.2,5,106,0,1,0.94
7月14日,799,815,794,806,16,2.03,2.66,326,523,0.62,2.64,59.3,11,8.32,78.6,25.2,-6,101,0,1,0.99
7月13日,787,798,785,790,14,1.8,1.68,195,417,0.47,1.55,47.4,-1,17.8,64.1,25.1,-9,107,0,1,0.93
7月12日,770,778,770,776,-1,-0.13,1.03,147,297,0.49,1.14,-2.5,-1,-13.9,-17.4,25.1,-1,116,0,1,0.86
7月11日,786,787,774,777,0,0,1.67,146,274,0.53,1.14,19,0,1.28,20.3,25.1,0,117,0,1,0.85
7月10日,785,790,770,777,8,1.04,2.6,298,500,0.6,2.33,23.2,1,-22.3,1.9,25.1,-3,117,0,1,0.85
7月7日,777,777,763,769,-20,-2.53,1.77,453,795,0.57,3.49,-62.8,-14,-10.7,-87.5,25.1,3,120,0,1,0.83
7月6日,795,808,785,789,-15,-1.87,2.86,487,"1,084",0.45,3.86,-88.9,-15,-22.1,-126,25.1,0,117,1,1,0.85
7月5日,812,819,804,804,-19,-2.31,1.82,219,464,0.47,1.77,-73,-3,-30.5,-107,25.1,5,117,0,0,0
7月4日,830,830,804,823,0,0,3.16,265,363,0.73,2.17,12.2,-29,-0.48,-17.3,25.1,1,112,0,0,0
7月3日,815,824,813,823,9,1.11,1.35,99.8,181,0.55,0.82,0.1,0,10.8,10.9,25.1,-6,111,0,0,0
6月30日,821,833,814,814,-13,-1.57,2.3,292,388,0.75,2.39,-29.2,-2,1,-30.2,25.1,8,117,0,0,0
6月29日,827,838,817,827,14,1.72,2.58,337,541,0.62,2.79,52.8,0,-2.23,50.5,25.2,1,109,0,0,0
6月28日,813,825,810,813,0,0,1.85,145,258,0.56,1.18,-20.3,0,10.7,-9.62,25.1,-1,108,0,0,0
