Date,Open,High,Low,Close,Adj Close,Volume
2014-09-25,37.476532,44.286293,36.928097,37.476532,25.624313,2445685839
2014-09-26,36.471066,37.604504,35.209660,36.471066,24.936831,1252501745
2014-09-29,36.032314,36.644737,35.675831,36.032314,24.636835,657825324
2014-09-30,35.301067,36.288254,35.301067,35.301067,24.136850,785589114
2014-10-01,34.853176,35.648411,34.652081,34.853176,23.830610,1510113430
2014-10-02,35.273643,35.547863,34.551537,35.273643,24.118103,719313508
2014-10-03,35.182240,35.264503,34.798332,35.182240,24.055605,565044945
2014-10-06,35.191380,35.383331,35.026848,35.191380,24.061852,488414459
2014-10-07,35.099972,35.374191,34.935440,35.099972,23.999355,690413930
2014-10-08,35.099972,35.099972,35.099972,35.099972,23.999355,0
2014-10-09,34.972004,35.273643,34.935440,34.972004,23.911858,632747151
2014-10-13,34.743488,35.081692,34.560677,34.743488,23.755610,960240325
2014-10-14,34.569817,34.834896,34.396145,34.569817,23.636866,740993661
2014-10-15,34.003098,34.569817,33.692318,34.003098,23.249374,1033702
2014-10-16,33.628334,34.003098,32.915363,33.628334,22.993135,927789
2014-10-17,33.025051,33.802006,32.897083,33.025051,22.580641,879501
2014-10-20,32.878803,33.207867,32.750835,32.878803,22.480646,1193446
2014-10-21,32.979347,33.079895,32.796535,32.979347,22.549391,838578
2014-10-22,32.924507,33.070755,32.796535,32.924507,22.511898,949830
2014-10-23,32.750835,32.933647,32.504036,32.750835,22.393150,952326
2014-10-24,32.577164,32.796535,32.330364,32.577164,22.274401,858370
2014-10-27,32.028725,32.568020,31.827631,32.028725,21.899412,1623428
2014-10-28,32.110992,32.193256,31.891617,32.110992,21.955662,786748
2014-10-29,32.211536,32.376068,32.010445,32.211536,22.024405,1014242
2014-10-30,32.019585,32.220676,31.973881,32.019585,21.893160,855200
2014-10-31,32.184116,32.184116,31.992163,32.184116,22.005659,735605
2014-11-03,32.129272,32.138412,31.955601,32.129272,21.968163,641870
2014-11-04,32.019585,32.138412,31.992163,32.019585,21.893160,748723
2014-11-05,32.138412,32.220676,32.010445,32.138412,21.974411,729699
2014-11-06,32.056149,32.184116,32.010445,32.056149,21.918163,410568
2014-11-07,32.083569,32.211536,32.056149,32.083569,21.936909,797334
2014-11-10,32.193256,32.330364,32.083569,32.193256,22.011908,842915
2014-11-11,32.997631,33.262707,32.092709,32.997631,22.561895,1522711
2014-11-12,32.878803,33.107319,32.668568,32.878803,22.480646,521255
2014-11-13,33.015911,33.015911,32.787395,33.015911,22.574394,170461
2014-11-14,33.006771,33.226147,32.805676,33.006771,22.568144,1227313
2014-11-17,32.869663,33.025051,32.833099,32.869663,22.474400,227623
2014-11-18,32.769115,32.997631,32.750835,32.769115,22.405649,514019
2014-11-19,32.833099,32.951927,32.714272,32.833099,22.449398,375982
2014-11-20,32.814819,32.860519,32.632008,32.814819,22.436897,289705
2014-11-21,32.906223,32.942787,32.613724,32.906223,22.499395,395325
2014-11-24,33.445522,33.637474,32.906223,33.445522,22.868134,1107005
2014-11-25,34.085365,34.185909,33.235287,34.085365,23.305628,858498
2014-11-26,35.072552,35.237083,34.003098,35.072552,23.980606,1890087
2014-11-27,34.716068,35.291927,34.368725,34.716068,23.736862,1044848
2014-11-28,35.017708,35.017708,34.405285,35.017708,23.943106,569914
2014-12-01,34.862316,35.026848,34.286457,34.862316,23.836863,721741
2014-12-02,34.652081,34.652081,34.652081,34.652081,23.693111,2155908
2014-12-03,34.569817,34.569817,34.569817,34.569817,23.636866,1181438
2014-12-04,34.725208,34.725208,34.725208,34.725208,23.743113,943888
2014-12-05,34.460129,34.816612,34.304741,34.460129,23.561869,302720
2014-12-08,34.432709,34.560677,34.167629,34.432709,23.543119,559043
2014-12-09,34.259037,34.441849,34.131065,34.259037,23.424372,1609331
2014-12-10,33.957394,34.249893,33.765442,33.957394,23.218126,485699
2014-12-11,34.021381,34.268177,33.783726,34.021381,23.261879,366301
2014-12-12,33.902554,34.149349,33.820286,33.902554,23.180628,311375
2014-12-15,33.820286,33.957394,33.719738,33.820286,23.124378,564334
2014-12-16,33.591770,33.875130,33.555206,33.591770,22.968136,287088
2014-12-17,33.555206,33.820286,33.518646,33.555206,22.943132,372202
2014-12-18,33.619190,33.802006,33.546066,33.619190,22.986879,504903
2014-12-19,33.747162,33.948254,33.555206,33.747162,23.074377,597224
2014-12-22,33.637474,33.820286,32.568020,33.637474,22.999382,574523
2014-12-23,33.710598,33.765442,33.573490,33.710598,23.049381,274004
2014-12-24,33.637474,33.811146,33.600910,33.637474,22.999382,531826
2014-12-25,33.747162,33.893410,33.610050,33.747162,23.074377,442344
2014-12-26,33.637474,33.802006,33.472942,33.637474,22.999382,706894
