Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,13.676598,13.676598,13.076165,13.343028,8.152676,18259728
2000-01-05,13.743314,14.010177,13.409736,13.409736,8.193436,30133181
2000-01-06,13.676598,13.676598,13.076165,13.476451,8.234199,20240807
2000-01-07,13.609883,13.810030,13.209597,13.209597,8.071147,16225361
2000-01-10,13.343028,13.343028,13.009450,13.009450,7.948857,15237924
2000-01-11,13.076165,13.609883,13.076165,13.209597,8.071147,25231669
2000-01-12,13.343028,13.810030,13.276312,13.543167,8.274962,25385742
2000-01-13,13.943461,14.477178,13.743314,14.477178,8.845649,39974728
2000-01-14,15.010904,15.010904,14.010177,14.143608,8.641836,44776533
2000-01-17,15.678052,15.678052,15.277766,15.344482,9.375579,38112796
2000-01-18,15.344482,15.344482,14.744041,14.877472,9.090231,15781263
2000-01-19,14.877472,15.010904,14.677325,14.744041,9.008704,13771752
2000-01-20,14.744041,14.810757,14.343747,14.343747,8.764122,10399504
2000-01-21,14.143608,14.610610,14.143608,14.410463,8.804884,13514992
2000-01-24,14.477178,15.077619,14.410463,14.944188,9.130995,24691417
2000-01-25,15.077619,15.077619,14.543894,14.610610,8.927175,11288547
2000-01-26,14.677325,15.010904,14.610610,14.744041,9.008704,17719669
2000-01-27,15.010904,15.678052,15.010904,15.344482,9.375579,34303240
2000-01-28,15.678052,16.078346,15.477905,16.078346,9.823973,36300673
2000-01-31,17.212505,17.946369,16.678780,17.946369,10.965346,51779863
2000-02-01,17.946369,19.147243,17.946369,19.147243,11.699089,83509849
2000-02-02,19.147243,19.147243,19.147243,19.147243,11.699089,0
2000-02-03,19.147243,19.147243,19.147243,19.147243,11.699089,0
2000-02-04,19.147243,19.147243,19.147243,19.147243,11.699089,0
2000-02-07,19.147243,19.147243,19.147243,19.147243,11.699089,0
2000-02-08,19.147243,19.147243,19.147243,19.147243,11.699089,0
2000-02-09,19.947823,19.947823,18.480085,18.480085,11.291451,48281405
2000-02-10,18.346655,19.147243,18.346655,18.480085,11.291451,34748327
2000-02-11,18.680233,18.813663,18.013084,18.013084,11.006111,27092073
2000-02-14,18.013084,18.013084,17.345936,17.345936,10.598479,23927062
2000-02-15,17.345936,18.546803,17.079073,18.546803,11.332216,32491882
2000-02-16,19.080526,19.480812,18.546803,18.680233,11.413744,64674554
2000-02-17,18.880381,19.414097,18.813663,18.813663,11.495270,35879270
2000-02-18,19.147243,19.147243,18.013084,18.079800,11.046873,28658823
2000-02-21,18.079800,18.680233,18.013084,18.013084,11.006111,25130733
2000-02-22,18.013084,18.346655,16.878925,17.012358,10.394661,16279306
2000-02-23,17.012358,17.612789,17.012358,17.012358,10.394661,16488704
2000-02-24,17.279221,17.412643,16.945642,17.012358,10.394661,11856587
2000-02-25,17.012358,17.279221,15.878199,16.011631,9.783209,15789222
2000-02-28,16.011631,16.011631,16.011631,16.011631,9.783209,0
2000-02-29,16.612064,16.612064,16.011631,16.011631,9.783209,8030826
2000-03-01,16.411917,16.612064,16.078346,16.612064,10.150077,9512870
2000-03-02,16.678780,16.678780,16.211779,16.345201,9.987022,7469445
2000-03-03,16.345201,16.545347,16.278494,16.411917,10.027786,7542308
2000-03-06,16.411917,16.678780,16.145061,16.278494,9.946266,8626229
2000-03-07,16.478632,16.945642,16.411917,16.545347,10.109313,15481826
2000-03-08,16.745495,17.145788,16.545347,16.612064,10.150077,13375932
2000-03-09,16.678780,16.945642,16.345201,16.345201,9.987022,12186407
